NMNH       164579     laj43ms.xls











































































































































6.7611     8.9233     5.8813     ROSTRUM
6.7303     8.8958     5.9898
6.7108     8.8527     6.1355
6.7006     8.8209     6.1935
6.687      8.8212     6.2855
6.6891     8.75       6.4101
6.6937     8.702      6.5087
6.726      8.6646     6.5687
6.7138     8.6079     6.6832
6.7253     8.5422     6.7874
6.7059     8.4063     6.9684
6.7072     8.399      7.0203
6.6829     8.3506     7.1059
6.6715     8.3302     7.1879
6.6574     8.3012     7.2771
6.623      8.2672     7.4126
6.569      8.2313     7.5364
6.5464     8.2141     7.5711
6.5014     8.2484     7.6893
6.4555     8.2145     7.7889
6.4164     8.1696     7.9127
6.4184     8.1632     7.9387
6.466      8.0772     7.9883
6.5333     7.9789     8.1413
6.5203     7.9618     8.1962
6.5351     7.9166     8.2312
6.5543     7.8984     8.2758
6.5605     7.8903     8.2557
6.6351     7.8001     8.3676
6.6777     7.7411     8.4894
6.7504     7.6436     8.4521
6.809      7.5974     8.5184
6.8438     7.5583     8.4904
6.9331     7.472      8.5754
7.0017     7.4144     8.6352
7.0224     7.3487     8.7249
7.0503     7.3061     8.8075
7.1107     7.2122     8.9394
7.1244     7.1826     8.9532
7.1649     7.1046     8.9722
7.2211     7.0232     8.9975
7.2535     6.9976     8.9643
7.3004     6.9699     8.9777
7.3152     6.9661     8.9568
7.3957     6.9028     8.91
7.4774     6.8543     8.8498
7.5472     6.8394     8.7424
7.6862     6.7572     8.6671
7.7929     6.6779     8.474
7.8237     6.6019     8.4749
7.9165     6.4795     8.3914
8.0234     6.3902     8.3414
8.1618     6.2733     8.2593
8.2928     6.1988     8.0834
8.3495     6.1389     7.9417
8.4694     6.1168     7.772
8.5213     6.1878     7.6882
8.5857     6.2962     7.5138
8.6442     6.3088     7.3442
8.646      6.3117     7.1927
8.7316     6.3113     7.0353
8.8267     6.3257     6.8953
8.8931     6.3176     6.7652
9.0097     6.2805     6.6498
9.065      6.2317     6.5819
9.1462     6.1994     6.4543
9.2005     6.2233     6.3544
9.2397     6.2204     6.2545
9.2651     6.23       6.1414
9.2876     6.2286     6.0632
9.3528     6.2661     5.9894
9.348      6.2904     5.8493
































































































































6.7103     10.6641    8.9265     SUPORB
6.7145     10.6617    9.0146
6.7132     10.6333    9.1663
6.7407     10.623     9.3469
6.7942     10.5498    9.6402
6.8431     10.4077    9.8512
6.8964     10.2936    10.0169
6.9657     10.2215    10.1733
7.0722     10.059     10.3625
7.1523     9.8474     10.491
7.2505     9.6626     10.6021
7.2803     9.5143     10.6731
7.3607     9.2736     10.7465
7.4172     9.0658     10.8053
7.4881     8.9386     10.808
7.5608     8.7165     10.8527
7.6646     8.5746     10.874
7.7404     8.4055     10.8739
7.8502     8.2222     10.8493
7.9483     8.0742     10.8278
7.9912     8.0055     10.8184
8.0193     7.928      10.8027
8.1608     7.8244     10.8184
8.3747     7.6166     10.8958
8.5807     7.4709     10.9069
8.7742     7.3577     10.9219
8.9567     7.2566     10.8928
9.1411     7.1534     10.8776
9.2804     7.1179     10.862
9.3437     7.0647     10.8485
9.5122     6.9731     10.8118
9.6737     6.8983     10.7451
9.8664     6.8364     10.6923
9.9614     6.7932     10.6368
10.1012    6.7871     10.5729
10.1611    6.7607     10.5226
10.2854    6.6625     10.4002
10.3577    6.5913     10.3181
10.3876    6.5469     10.2632
10.4265    6.5784     10.2745
10.5124    6.5392     10.1677
10.6012    6.4721     10.0105
10.6746    6.4012     9.8711
10.7156    6.3428     9.6837
10.7263    6.3127     9.6098
10.8022    6.3        9.5606
10.7953    6.2755     9.4115
10.7835    6.1791     9.3293
10.7677    6.1688     9.2405
10.7872    6.1516     9.1302
10.7959    6.1223     9.0639
10.7845    6.099      8.9822




















































































































































6.6411     8.717      8.4632     RORBIT
6.5653     8.797      8.4449
6.5439     8.9395     8.4164
6.5229     9.0654     8.4292
6.5329     9.2109     8.436
6.5373     9.3331     8.4577
6.5323     9.4279     8.4781
6.5212     9.4827     8.4969
6.5493     9.5321     8.5213
6.5559     9.6254     8.5791
6.5716     9.6938     8.6217
6.5919     9.7679     8.6917
6.5694     9.8279     8.7212
6.5982     9.897      8.7919
6.6642     9.9761     8.8587
6.6591     9.9884     8.9048
6.6414     10.0657    9.0598
6.6387     10.0657    9.1711
6.6564     10.0588    9.2629
6.6775     10.0555    9.3434
6.6957     10.0337    9.4589
6.6978     10.0076    9.5343
6.731      9.9706     9.6193
6.7113     9.9527     9.7078
6.6796     9.9495     9.8264
6.7453     9.869      9.8731
6.7827     9.8346     9.9482
6.8266     9.764      10.0386
6.8554     9.7202     10.0735
6.8643     9.6441     10.1485
6.8838     9.5608     10.1922
6.9329     9.4997     10.2196
6.9545     9.4237     10.2419
7.0198     9.3192     10.2542
7.0619     9.2294     10.2457
7.0913     9.1554     10.2656
7.1039     9.0812     10.2686
7.1381     9.0211     10.2781
7.2058     8.9198     10.281
7.2509     8.8741     10.3178
7.3077     8.7915     10.3391
7.383      8.6856     10.3334
7.4165     8.611      10.3396
7.4474     8.5103     10.3808
7.5037     8.4287     10.3536
7.5451     8.371      10.3188
7.5783     8.3292     10.2417
7.5988     8.2661     10.2017
7.5926     8.2114     10.1791
7.6157     8.1092     10.0907
7.6234     8.0802     10.0088
7.6399     8.0257     9.9306
7.6495     8.0013     9.8234
7.6343     7.9621     9.6945
7.6203     7.9333     9.6153
7.5704     7.9203     9.5266
7.5615     7.9156     9.4849















































































































































8.9308     6.2591     8.5799     LORBIT
9.0091     6.2265     8.5759
9.1149     6.2083     8.5528
9.21       6.1622     8.5676
9.4069     6.1084     8.6114
9.5221     6.0918     8.634
9.6038     6.0878     8.6868
9.6936     6.0943     8.7578
9.7945     6.0803     8.8195
9.8796     6.0818     8.8928
9.9408     6.0832     8.9409
10.042     6.0924     9.0307
10.096     6.105      9.0986
10.1551    6.139      9.1773
10.1913    6.1516     9.3025
10.186     6.1645     9.4084
10.1564    6.1883     9.5405
10.127     6.2095     9.6737
10.0726    6.2763     9.784
10.0671    6.292      9.8188
9.9922     6.3233     9.9695
9.9427     6.3255     10.0691
9.8721     6.3943     10.1385
9.8074     6.4109     10.209
9.7502     6.4489     10.303
9.6771     6.4874     10.3279
9.5998     6.5395     10.3616
9.4502     6.6215     10.4087
9.39       6.6854     10.4029
9.2169     6.8177     10.383
9.1506     6.8557     10.4056
9.0706     6.8856     10.414
9.0105     6.9369     10.4338
8.9692     6.9903     10.4372
8.8955     7.0634     10.4474
8.8291     7.0993     10.4716
8.7107     7.1532     10.4937
8.7333     7.2118     10.46
8.6731     7.3049     10.4109
8.5868     7.343      10.4028
8.5534     7.4002     10.3737
8.4924     7.4053     10.3254
8.4293     7.4511     10.2907
8.4102     7.5042     10.1763
8.3278     7.5101     10.1085
8.2911     7.513      10.0132
8.2564     7.5204     9.9371
8.2437     7.5244     9.8552
8.192      7.5057     9.785
8.166      7.4934     9.7174
8.0817     7.4224     9.704
8.0375     7.3898     9.6154
8.0058     7.3622     9.5508



















































































































































6.7374     10.64      9.19       RTEMFOS
6.6984     10.6413    9.0724
6.6992     10.6518    9.0038
6.6832     10.6446    8.8624
6.6874     10.6442    8.7927
6.6763     10.6579    8.7126
6.6237     10.5969    8.6228
6.595      10.5553    8.5262
6.5246     10.4515    8.4275
6.5129     10.4122    8.3608
6.4569     10.3244    8.2727
6.4288     10.3012    8.1968
6.386      10.2135    8.0559
6.3515     10.1475    7.9371
6.3217     10.1277    7.8281
6.3324     10.1035    7.713
6.3226     10.0911    7.6153
6.3081     10.1065    7.5068
6.2814     10.1347    7.3575
6.3109     10.2514    7.1566
6.3479     10.3363    7.0826
6.3777     10.4416    7.0044
6.4289     10.5106    6.962
6.4793     10.6042    6.9414
6.5058     10.716     6.9239
6.5825     10.8126    6.9547
6.606      10.8168    6.9611
6.639      10.8796    6.9815
6.7077     10.9434    7.0199











































































































































































10.7769    6.1939     9.0508     LTEMFOS
10.7669    6.1558     8.9058
10.7343    6.1214     8.8166
10.6682    6.0668     8.7329
10.6094    6.0412     8.6547
10.547     5.9977     8.5335
10.4958    5.9392     8.44
10.4193    5.8846     8.3169
10.3634    5.872      8.1952
10.2754    5.8262     8.0156
10.2518    5.7732     7.9448
10.267     5.7269     7.8045
10.322     5.7152     7.7018
10.378     5.6995     7.6108
10.4356    5.6905     7.5489
10.5205    5.6614     7.4887
10.5869    5.6845     7.4263
10.6858    5.7429     7.3705
10.8022    5.8158     7.346
10.9729    5.883      7.3341
11.0723    5.9218     7.3709
11.097     5.9522     7.3941
11.1634    5.969      7.3974
11.2139    6.0092     7.4177
11.2618    6.0305     7.4413
11.3337    6.0656     7.481














































































































































































5.9327     5.503      8.7704     OP
6.9519     6.6713     9.0589     BA
9.3637     9.2667     7.8286     ST
11.6984    11.634     7.2891     IV
5.0945     9.1519     8.4657     R_PG
5.9067     10.9526    7.9239     R_ZTI
8.5258     10.3415    8.6859     R_M3D
9.0488     11.5714    8.2432     R_M12
10.3242    12.711     7.6812     R_MP3
11.0669    13.0461    7.3081     R_PMI
9.416      5.0435     8.131      L_PG
11.1041    5.961      7.4467     L_ZTI
10.5437    8.4387     8.5777     L_M3D
11.7357    9.074      8.1268     L_M12
12.7604    10.4904    7.6157     L_MP3
12.9868    11.1596    7.2932     L_PMI
12.9603    11.7376    6.7684     O1
11.8332    8.5424     5.7388     O2
8.5823     4.3725     7.018      O3
3.662      5.7151     6.7802     O4




















































































































































































8.0284     11.8582    7.8574     RZYGINF
7.9865     11.8798    7.8525
7.9274     11.9159    7.876
7.8756     11.9541    7.9046
7.8449     11.9989    7.8989
7.7851     11.999     7.9545
7.7383     12.0146    8.0116
7.5976     11.9575    8.0945
7.532      11.9074    8.1352
7.4399     11.8377    8.177
7.2847     11.7207    8.2469
7.2222     11.6873    8.2743
7.1365     11.5698    8.3186
7.0097     11.495     8.3477
6.8663     11.3873    8.3485
6.8115     11.3204    8.3188
6.6687     11.2705    8.2676
6.5961     11.2106    8.2482
6.4864     11.1608    8.2002
6.3263     11.032     8.0845
6.233      10.99      8.065
6.1852     11.0069    8.0416
6.1281     10.9704    8.0112
6.0982     10.9667    7.9954
6.0025     10.964     7.9794
5.9919     10.9005    7.9592














































































































































































12.0477    8.1228     7.4261     LZYGINF
12.0671    8.0943     7.4183
12.0938    8.0119     7.4173
12.1385    7.9731     7.3944
12.1761    7.8814     7.4027
12.2175    7.7997     7.4646
12.2173    7.7658     7.4958
12.2276    7.7022     7.5302
12.2179    7.5957     7.611
12.2201    7.574      7.6136
12.202     7.5148     7.6532
12.1745    7.4827     7.6891
12.1768    7.3953     7.7214
12.1514    7.3932     7.7207
12.1953    7.3671     7.7043
12.1509    7.2789     7.7693
12.0758    7.214      7.7349
12.0124    7.1355     7.771
11.9467    7.0955     7.7841
11.8023    6.8816     7.7814
11.7411    6.8037     7.7639
11.7164    6.7686     7.7624
11.5729    6.5654     7.708
11.5288    6.4961     7.6624
11.4758    6.4492     7.6245
11.4168    6.338      7.5469
11.3768    6.2487     7.5074
11.3478    6.2141     7.5016
11.3226    6.1081     7.4269
11.272     6.0211     7.3774
11.2684    5.9908     7.3567
11.2262    5.9251     7.3291
11.2263    5.8735     7.3128
11.1914    5.8442     7.2861






































































































































































8.5908     10.2411    8.725      R-ALV
8.6167     10.3555    8.6573
8.6178     10.4148    8.6273
8.6378     10.5       8.5801
8.6587     10.5742    8.5672
8.6615     10.6434    8.5566
8.6885     10.7488    8.5319
8.7277     10.8241    8.5244
8.7759     10.8793    8.5158
8.804      10.9344    8.4917
8.8289     11.0302    8.4404
8.8705     11.1128    8.3896
8.9435     11.1825    8.3528
8.9688     11.2084    8.3563
9.0008     11.284     8.3432
9.0053     11.3428    8.3506
9.0308     11.4051    8.33
9.1335     11.5074    8.3083
9.1826     11.5722    8.2958
9.1985     11.6138    8.2836
9.2655     11.6977    8.2685
9.3197     11.755     8.2381
9.3576     11.7778    8.2342
9.4133     11.8035    8.233
9.4468     11.834     8.2213
9.4698     11.9086    8.1955
9.528      11.9481    8.1804
9.617      11.9775    8.1763
9.7156     12.019     8.1378
9.8158     12.1054    8.0877
9.8833     12.1711    8.0074
9.9326     12.2148    7.9795
9.9803     12.2948    7.9547
10.0193    12.4016    7.9822
10.1567    12.455     7.896
10.1816    12.4985    7.8392
10.2367    12.5841    7.7929
10.3311    12.6588    7.7331
10.4175    12.7298    7.6895

































































































































































10.6024    8.3965     8.5582     L-ALV
10.6919    8.3995     8.4874
10.7915    8.4328     8.4254
10.9274    8.4898     8.3556
11.0458    8.5122     8.328
11.1744    8.5939     8.3247
11.2921    8.6484     8.2718
11.4267    8.7572     8.2142
11.531     8.8665     8.1627
11.6549    8.9493     8.1369
11.7261    8.9944     8.0892
11.7997    9.0865     8.0693
11.8884    9.1675     8.0538
11.9556    9.2148     8.0481
12.0399    9.3104     8.0292
12.1567    9.4395     7.9996
12.2204    9.5317     7.9822
12.2731    9.6572     7.8877
12.3146    9.7812     7.8397
12.3783    9.8962     7.8167
12.4575    9.981      7.7963
12.5072    10.0737    7.7606
12.5732    10.1544    7.7288
12.6376    10.1666    7.6987
12.7021    10.2075    7.6181
12.7773    10.2957    7.5498
12.8304    10.4071    7.5221
12.8317    10.4736    7.5538












































































































































































6.8296     9.2241     7.1424     R_FOS
9.4316     6.423      7.2249     L_FOS
