AMNH       55013      laa4ms.xls





































































































































10.104     6.8573     -9.0564    NOSE
10.2187    6.8058     -9.0867
10.2662    6.7334     -9.0692
10.3136    6.6816     -9.0273
10.3871    6.6667     -8.9974
10.4569    6.6872     -9.0193
10.5348    6.7061     -9.0447
10.5926    6.6868     -8.8925
10.6271    6.6224     -8.8369
10.6285    6.5494     -8.7121
10.6161    6.5126     -8.6155
10.6186    6.4239     -8.4438
10.5371    6.3255     -8.2945
10.4567    6.2854     -8.0849
10.3691    6.2245     -7.9421
10.2635    6.1462     -7.8278
10.1463    6.0809     -7.7354
9.9894     6.0099     -7.6355
9.8608     5.9615     -7.537
9.7317     5.8851     -7.4705
9.5986     5.8562     -7.4006
9.5369     5.8556     -7.3374
9.4496     5.8334     -7.2586
9.3714     5.8334     -7.1725
9.2475     5.8227     -7.1077
9.142      5.9065     -7.1673
9.1303     5.9831     -7.2525
9.0872     6.0787     -7.391
9.0709     6.3383     -7.5886
9.0859     6.435      -7.6093
9.1051     6.559      -7.6799
9.1399     6.7556     -7.7683
9.2041     6.8874     -7.8391
9.2279     6.9779     -7.9254
9.2736     7.0567     -8.0065
9.2988     7.1176     -8.1274
9.3463     7.1704     -8.2355
9.4034     7.2416     -8.3405
9.4742     7.3119     -8.482
9.6242     7.3285     -8.6328
9.7015     7.3302     -8.8114
9.7309     7.3238     -8.9441
9.8082     7.3047     -9.0094
9.8314     7.1794     -8.9955
9.9165     7.085      -9.0611
10.0097    6.9948     -9.0733
10.0119    6.9046     -9.1281

























































































































































9.244      5.8009     -7.1149    NASP-PR
9.1652     5.7383     -7.0078
9.1528     5.7321     -6.8613
9.1327     5.7417     -6.7679
9.1431     5.6806     -6.6782
9.1239     5.677      -6.6361


































































































































































































10.8602    7.6815     -10.2166   R-PM/MAX
10.8765    7.5436     -10.025
10.8986    7.4609     -9.8722
10.905     7.3384     -9.7061
10.9086    7.2753     -9.6004
10.8975    7.1541     -9.4684
10.8839    7.0785     -9.4211
10.8677    7.0159     -9.3151
10.8562    6.8994     -9.1945
10.8638    6.7892     -9.0426
10.9028    6.6976     -8.9296
10.9081    6.619      -8.8118
10.9091    6.5676     -8.7297
10.9405    6.4429     -8.5783
10.934     6.348      -8.4601
10.9094    6.2561     -8.2785
10.889     6.1551     -8.0542
10.8577    6.0844     -7.8898
10.9128    5.9871     -7.7145
10.9318    5.8884     -7.5255
10.9145    5.7997     -7.3553
10.9544    5.6558     -7.1833
10.9699    5.61       -7.0158
11.0476    5.6086     -6.9949
11.1094    5.6321     -6.8936
11.1061    5.6993     -6.7598














































































































































































10.5702    7.9517     -10.2336   L-PM/MAX
10.4778    7.969      -10.079
10.4135    7.9209     -9.9241
10.3363    7.8781     -9.7637
10.2576    7.859      -9.6635
10.1505    7.8334     -9.54
10.1105    7.8045     -9.4573
9.959      7.7358     -9.2825
9.8604     7.6823     -9.1283
9.7795     7.6763     -8.9941
9.6927     7.6686     -8.9233
9.5787     7.6601     -8.7616
9.4737     7.6385     -8.6282
9.4076     7.5587     -8.5105
9.3134     7.5096     -8.2919
9.2318     7.4895     -8.1796
9.1298     7.476      -8.0295
9.03       7.3953     -7.8717
8.8904     7.3585     -7.7038
8.7924     7.3317     -7.5138
8.6841     7.3673     -7.4008
8.5551     7.3736     -7.1992
8.5271     7.3997     -6.9846
8.57       7.4531     -6.8165
8.596      7.459      -6.7087















































































































































































12.3375    6.9605     -6.6852    ROSTRUM
12.3409    6.9272     -6.8819
12.3117    6.8965     -7.029
12.2852    6.9        -7.2416
12.2477    6.9092     -7.3741
12.1727    6.9315     -7.5441
12.0836    6.9964     -7.7054
12.0422    7.0428     -7.8079
11.9731    7.0756     -7.9264
11.9442    7.1203     -8.1285
11.9211    7.0847     -8.2837
11.9014    7.0826     -8.4589
11.8727    7.0698     -8.6155
11.8456    7.057      -8.7097
11.7773    7.0306     -8.8657
11.7382    7.0354     -9.0306
11.6353    7.0443     -9.167
11.4815    7.1448     -9.2384
11.3678    7.2326     -9.3757
11.2237    7.3193     -9.4848
11.0641    7.4039     -9.5795
10.9674    7.4369     -9.74
10.8663    7.4443     -9.8341
10.6813    7.5128     -9.9367
10.5774    7.6325     -9.9666
10.4618    7.7131     -9.9529
10.4119    7.7477     -9.9184
10.3012    7.8513     -9.8599
10.2463    8.0037     -9.7185
10.1663    8.1236     -9.5083
9.9981     8.2141     -9.3492
9.8638     8.3112     -9.2498
9.7666     8.4065     -9.0711
9.6886     8.5479     -8.9425
9.596      8.5872     -8.8441
9.5409     8.6706     -8.6877
9.5803     8.6888     -8.6658
9.5448     8.7701     -8.4388
9.4913     8.8201     -8.1767
9.468      8.8968     -7.9593
9.4744     8.8898     -7.9895
9.4288     8.9585     -7.8037
9.344      8.9908     -7.6477
9.3082     9.0798     -7.4959
9.2572     9.1364     -7.2264
9.254      9.1488     -7.1388
9.2475     9.1716     -6.9655
9.2536     9.181      -6.8386
9.3057     9.2275     -6.7605























































































































































14.2553    7.3546     -10.8928   SUPORB
14.3267    7.4468     -11.1319
14.2588    7.5035     -11.3269
14.2043    7.5592     -11.5182
14.0718    7.6965     -11.7011
13.8472    7.8361     -11.8744
13.5449    7.9414     -12.031
13.3008    8.0316     -12.1165
13.0829    8.0737     -12.1807
12.8113    8.1286     -12.2197
12.5146    8.1646     -12.2514
12.3011    8.1703     -12.248
12.1481    8.223      -12.2287
11.9973    8.254      -12.2087
11.8612    8.2959     -12.2021
11.8037    8.3543     -12.2038
11.5009    8.4446     -12.129
11.2045    8.5324     -12.0316
11.0317    8.6233     -12.0073
10.8904    8.7746     -12.0447
10.7349    8.953      -12.0906
10.6034    9.2577     -12.1605
10.5178    9.4464     -12.1907
10.4971    9.5051     -12.202
10.3918    9.587      -12.178
10.2323    9.822      -12.1638
10.0906    10.0156    -12.1178
9.9787     10.2345    -12.0927
9.8317     10.5527    -12.0056
9.7329     10.7449    -11.9701
9.5818     10.9246    -11.8654
9.5133     11.0279    -11.7972
9.4207     11.1692    -11.6687
9.3413     11.2333    -11.5684
9.3183     11.2345    -11.5333
9.1886     11.2396    -11.3608
9.0966     11.2504    -11.2185
9.0331     11.2823    -11.0023
8.9926     11.2162    -10.8449
9.0332     11.1827    -10.7812
































































































































































12.7055    7.2864     -9.6272    RORBIT
12.8502    7.2866     -9.6522
12.9745    7.2475     -9.7437
13.1018    7.2185     -9.809
13.2425    7.2249     -9.8695
13.3936    7.2451     -10.0069
13.4785    7.2426     -10.1098
13.5697    7.3119     -10.229
13.5924    7.3483     -10.276
13.6238    7.3613     -10.3701
13.6958    7.31       -10.4779
13.7399    7.314      -10.5854
13.711     7.3341     -10.691
13.6781    7.3468     -10.7816
13.6262    7.3769     -10.9207
13.5815    7.3805     -11.0536
13.5366    7.3778     -11.1667
13.4657    7.3923     -11.2851
13.3875    7.4225     -11.3942
13.2945    7.4397     -11.4854
13.1852    7.4818     -11.6005
13.0924    7.4966     -11.7296
12.9276    7.5455     -11.7849
12.8066    7.5778     -11.8218
12.6922    7.639      -11.767
12.5118    7.6748     -11.8122
12.3626    7.7402     -11.7943
12.2721    7.8044     -11.7434
12.2071    7.8594     -11.678
12.1507    7.9053     -11.707
12.0376    7.945      -11.7549
11.8116    8.0467     -11.7443
11.6963    8.0878     -11.648
11.4739    8.0592     -11.5585
11.4042    8.0736     -11.3897
11.3379    8.0512     -11.2567
11.2956    8.0404     -10.9849
11.2499    8.0638     -10.8373


































































































































































9.3377     9.704      -9.6434    LORBIT
9.2804     9.8474     -9.7136
9.2277     10.0391    -9.825
9.1762     10.2413    -9.9243
9.1562     10.3519    -10.0529
9.162      10.4578    -10.243
9.1626     10.5486    -10.4205
9.1554     10.5772    -10.4944
9.2062     10.5961    -10.5835
9.2691     10.5537    -10.7922
9.3309     10.5189    -10.9907
9.3901     10.4371    -11.1748
9.4326     10.3386    -11.3276
9.5162     10.1993    -11.5169
9.6575     9.9448     -11.6771
9.7348     9.8119     -11.6876
9.8701     9.6466     -11.6921
10.0356    9.4672     -11.6618
10.147     9.4006     -11.5965
10.2442    9.3643     -11.6028
10.3639    9.2593     -11.7102
10.4406    9.1105     -11.697
10.5475    8.957      -11.5956
10.6016    8.8579     -11.4946
10.6567    8.8065     -11.3451
10.6885    8.952      -11.3128
10.7181    8.8561     -11.2201
10.7469    8.7636     -11.0587
10.7453    8.7209     -10.9064
10.7124    8.6261     -10.7603
10.7065    8.5857     -10.645









































































































































































14.2748    7.3492     -10.7942   RTEMFOS
14.3082    7.2859     -10.5984
14.3147    7.2295     -10.4254
14.2408    7.1623     -10.1231
14.1682    7.0934     -9.9423
14.0948    7.0094     -9.6933
14.0407    6.9329     -9.4842
14.0081    6.8563     -9.2853
14.04      6.8229     -9.0392
14.1077    6.8269     -8.8122
14.2854    6.9201     -8.6574
14.4438    6.9889     -8.588
14.602     7.1167     -8.5792
14.7857    7.2514     -8.6067
14.8914    7.3312     -8.6568
14.9735    7.3677     -8.7163
15.049     7.3749     -8.7575























































































































































































8.9551     11.1477    -10.7489   LTEMFOS
8.9173     11.2074    -10.5511
8.8792     11.1279    -10.4114
8.8362     11.0301    -10.2037
8.8255     10.9881    -9.9549
8.7804     10.9498    -9.885
8.7331     10.8797    -9.7011
8.6694     10.7782    -9.5193
8.6135     10.7148    -9.2652
8.5702     10.7041    -9.0059
8.5919     10.8749    -8.7635
8.6195     11.0418    -8.6451
8.6887     11.2737    -8.5727
8.7249     11.5457    -8.5673
8.7818     11.733     -8.6628
8.8535     11.9403    -8.7903
8.8743     11.9936    -8.819























































































































































































9.2304     5.7526     -8.484     OP
10.4264    6.9865     -8.8502    BA
13.0978    9.4945     -7.4526    ST
15.6781    12.0156    -6.5227    IV
12.9666    5.0056     -7.946     R_PG
15.3163    6.0644     -6.8484    R_ZTI
14.2792    8.6175     -8.1783    R_M3D
15.6682    9.3507     -7.7982    R_M12
16.838     10.5656    -7.3198    R_MP3
17.1112    11.2952    -6.8016    R_PMI
8.6615     9.3158     -7.8841    L_PG
9.6478     11.6697    -6.6795    L_ZTI
12.1908    10.8276    -8.1048    L_M3D
12.9269    12.0761    -7.6834    L_M12
14.2807    13.213     -7.2159    L_MP3
15.1461    13.5285    -6.8116    L_PMI
17.5253    13.0345    -6.4181    O1
16.168     8.1906     -5.5235    O2
11.7872    3.7848     -7.0682    O3
8.943      3.9678     -7.1485    O4




















































































































































































15.9329    7.9858     -7.1275    RZYGINF
15.9801    7.9338     -7.1368
16.0006    7.8043     -7.1493
15.9477    7.6382     -7.1969
15.9512    7.4609     -7.2149
15.8712    7.3936     -7.2346
15.8268    7.2119     -7.2328
15.7674    7.0763     -7.2402
15.7494    6.8851     -7.2569
15.6702    6.7639     -7.2627
15.6525    6.5603     -7.2211
15.5614    6.4393     -7.1437
15.4641    6.3465     -7.0814
15.398     6.2359     -7.0283
15.3414    6.1411     -6.9906
15.2883    6.0633     -6.8955
























































































































































































11.5969    12.3965    -7.0078    LZYGINF
11.5317    12.4281    -7.0363
11.4266    12.4764    -7.0602
11.2904    12.4582    -7.073
11.1063    12.4253    -7.0782
10.9238    12.3179    -7.0883
10.67      12.2663    -7.0533
10.4185    12.187     -7.028
10.2048    12.0615    -6.9568
10.0097    11.8927    -6.8648
9.808      11.7342    -6.7751
9.6865     11.6488    -6.6767




























































































































































































14.5196    8.6203     -8.1509    R-ALV
14.642     8.6429     -8.1065
14.8423    8.6872     -8.067
14.9909    8.7898     -8.0139
15.1869    8.8873     -7.9846
15.3756    9.0039     -7.9093
15.5748    9.1544     -7.8381
15.6587    9.2866     -7.8106
15.7435    9.3587     -7.7775
15.909     9.4937     -7.7093
16.0106    9.599      -7.6982
16.1368    9.8004     -7.6317
16.1533    9.8982     -7.6654
16.3074    10.0186    -7.5942
16.4414    10.1303    -7.5622
16.574     10.2104    -7.4892
16.7438    10.3808    -7.3842
16.8356    10.5001    -7.3206
16.8789    10.607     -7.2931





















































































































































































12.1967    10.7185    -8.1469    L-ALV
12.2115    10.9162    -8.1037
12.2693    11.1643    -8.0212
12.404     11.3983    -7.9689
12.5356    11.6852    -7.8419
12.7596    11.9971    -7.6921
13.009     12.2218    -7.5831
13.2338    12.4373    -7.5664
13.3796    12.5167    -7.5006
13.6093    12.6617    -7.4532
13.8242    12.8639    -7.3657
14.0128    13.0685    -7.3217
14.1515    13.1753    -7.282
14.2529    13.2017    -7.2575


























































































































































































13.0112    7.681      -8.3979    R_FOS
9.7081     9.9416     -8.3002    L_FOS
